real12,pred12,real3,pred3
66.25,66.413185,67.75,67.88208
69.166664,66.22829,65.375,67.84572
0.0,66.332,66.55556,67.91955
0.0,65.798515,63.625,67.670105
0.0,65.385025,68.25,67.33649
0.0,65.29393,69.5,67.19142
0.0,64.83479,61.285713,66.68535
0.0,64.97957,64.125,66.90618
0.0,64.90066,68.42857,66.92228
0.0,64.308716,66.25,66.433235
0.0,64.29348,69.166664,66.052185
0.0,64.14279,0.0,65.99022
0.0,63.64985,0.0,65.57152
0.0,64.22917,0.0,65.897385
0.0,65.645004,0.0,66.45972
0.0,65.663185,0.0,66.379074
0.0,65.702324,0.0,66.29774
0.0,65.91057,0.0,66.171036
0.0,66.06189,0.0,66.22411
0.0,65.97316,0.0,66.26129
0.0,65.7989,0.0,66.03307
0.0,65.91357,0.0,65.76628
0.0,65.99462,0.0,65.66093
0.0,65.57749,0.0,64.19848
0.0,65.01801,0.0,63.474518
0.0,64.77038,0.0,63.153824
0.0,64.78876,0.0,63.180412
0.0,64.80689,0.0,63.20654
0.0,64.826706,0.0,63.23458
0.0,64.847466,0.0,63.262245
0.0,64.86709,0.0,63.291393
0.0,64.88913,0.0,63.320873
0.0,64.91043,0.0,63.351074
0.0,64.93483,0.0,63.38037
0.0,64.95799,0.0,63.408745
0.0,64.982605,0.0,63.437965
0.0,65.00719,0.0,63.46831
0.0,65.031715,0.0,63.49948
0.0,65.05791,0.0,63.53098
0.0,65.086426,0.0,63.562523
0.0,65.11536,0.0,63.590996
0.0,65.14403,0.0,63.61742
0.0,65.17596,0.0,63.644047
0.0,65.208405,0.0,63.67134
0.0,65.24317,0.0,63.698235
0.0,65.27954,0.0,63.72562
0.0,65.317,0.0,63.753048
0.0,65.357834,0.0,63.781075
0.0,65.40078,0.0,63.80892
0.0,65.444954,0.0,63.83682
0.0,65.493065,0.0,63.8643
0.0,65.54226,0.0,63.89219
0.0,65.595436,0.0,63.919212
0.0,65.64624,0.0,63.94677
0.0,65.69845,0.0,63.97377
0.0,65.752045,0.0,63.999935
0.0,65.80396,0.0,64.025925
0.0,65.84747,0.0,64.05046
0.0,65.89299,0.0,64.07419
0.0,65.93908,0.0,64.097176
0.0,65.98591,0.0,64.11867
0.0,66.03361,0.0,64.13866
0.0,66.08283,0.0,64.15686
0.0,66.13294,0.0,64.174034
0.0,66.18414,0.0,64.187965
0.0,66.23777,0.0,64.200485
0.0,66.293465,0.0,64.21103
0.0,66.349464,0.0,64.21914
0.0,66.40625,0.0,64.22504
0.0,66.46463,0.0,64.228294
0.0,66.52185,0.0,64.22996
0.0,66.57448,0.0,64.22953
0.0,66.62069,0.0,64.22688
0.0,66.656944,0.0,64.2232
0.0,66.68466,0.0,64.2188
0.0,66.69804,0.0,64.21424
0.0,66.70354,0.0,64.20861
0.0,66.704704,0.0,64.20435
0.0,66.703636,0.0,64.200096
0.0,66.70038,0.0,64.19753
0.0,66.69652,0.0,64.19549
0.0,66.69217,0.0,64.194725
0.0,66.68823,0.0,64.19545
0.0,66.68443,0.0,64.19693
0.0,66.681946,0.0,64.19997
0.0,66.679565,0.0,64.20416
0.0,66.679115,0.0,64.20973
0.0,66.678894,0.0,64.21624
0.0,66.68068,0.0,64.223755
0.0,66.6836,0.0,64.23191
0.0,66.68738,0.0,64.241066
0.0,66.69262,0.0,64.250565
0.0,66.69875,0.0,64.26131
0.0,66.70574,0.0,64.27281
0.0,66.71414,0.0,64.28476
0.0,66.72364,0.0,64.29741
0.0,66.73361,0.0,64.31113
0.0,66.74403,0.0,64.32502
0.0,66.755875,0.0,64.33903
0.0,66.76774,0.0,64.353546
0.0,66.78134,0.0,64.368996
0.0,66.79475,0.0,64.383545
0.0,66.80827,0.0,64.39898
0.0,66.82265,0.0,64.41471
0.0,66.83674,0.0,64.429436
0.0,66.851204,0.0,64.44346
0.0,66.8648,0.0,64.45566
0.0,66.87852,0.0,64.467995
0.0,66.89099,0.0,64.47882
0.0,66.90256,0.0,64.4875
0.0,66.9129,0.0,64.49465
0.0,66.9218,0.0,64.50029
0.0,66.929726,0.0,64.50462
0.0,66.93584,0.0,64.50693
0.0,66.94031,0.0,64.50891
0.0,66.94388,0.0,64.50986
0.0,66.94542,0.0,64.51047
0.0,66.94576,0.0,64.51044
0.0,66.94508,0.0,64.51064
0.0,66.9429,0.0,64.511154
67.875,66.93953,0.0,64.51189
68.875,66.935165,0.0,64.51199
68.57143,66.929985,0.0,64.51451
68.55556,66.92349,0.0,64.516754
68.44444,66.91663,0.0,64.52004
69.0,66.9087,0.0,64.52348
68.888885,66.90045,0.0,64.52901
67.5,66.89161,0.0,64.53576
68.25,66.88207,0.0,64.54383
68.44444,66.87271,67.875,64.55416
68.125,66.86272,68.875,64.56643
68.0,66.85306,68.57143,64.579926
69.111115,67.65399,68.55556,66.99823
69.0,68.07184,68.44444,67.69232
69.22222,68.15403,69.0,67.95084
68.125,68.157486,68.888885,68.01402
69.333336,68.18934,67.5,67.93584
69.125,68.26694,68.25,68.04433
67.666664,68.23724,68.44444,68.080185
68.875,68.150894,68.125,67.99468
68.75,68.245514,68.0,68.184006
68.625,68.233894,69.111115,68.212814
68.111115,68.25085,69.0,68.2216
68.5,68.30114,69.22222,68.15335
68.0,68.42422,68.125,68.337456
69.5,68.42538,69.333336,68.46315
69.0,68.565735,69.125,68.51606
67.875,68.428825,67.666664,68.41936
69.333336,68.46718,68.875,68.44376
69.25,68.52757,68.75,68.53757
68.77778,68.41071,68.625,68.444786
68.0,68.47127,68.111115,68.40105
68.111115,68.49081,68.5,68.40886
61.444443,68.53481,68.0,68.47027
69.125,68.57665,69.5,68.52011
69.0,68.56435,69.0,68.55637
68.666664,68.51956,67.875,68.36782
68.75,68.614174,69.333336,68.51884
68.77778,68.5621,69.25,68.505165
69.375,68.53848,68.77778,68.462944
68.75,68.51479,68.0,68.55671
68.375,68.53537,68.111115,68.57008
69.111115,68.62419,61.444443,68.595276
67.77778,68.58033,69.125,68.53531
68.42857,68.612114,69.0,68.51846
69.375,68.36392,68.666664,68.42561
68.0,68.31965,68.75,68.28202
69.22222,68.54365,68.77778,68.34387
69.625,68.60799,69.375,68.37804
69.111115,68.48741,68.75,68.52025
68.75,68.57247,68.375,68.47984
69.666664,68.540115,69.111115,68.64655
69.625,68.491066,67.77778,68.56416
60.625,68.5217,68.42857,68.46911
69.0,68.54913,69.375,68.57257
68.22222,68.41737,68.0,68.547264
70.0,68.44939,69.22222,68.52163
68.375,68.4154,69.625,68.67695
69.44444,68.37976,69.111115,68.593414
68.75,68.40936,68.75,68.63532
69.25,68.48578,69.666664,68.70182
69.888885,68.48487,69.625,68.74805
69.875,68.39273,60.625,68.701004
68.5,68.35815,69.0,68.737885
69.125,68.324104,68.22222,68.77949
68.0,68.25931,70.0,68.741295
68.875,68.086006,68.375,68.52827
68.333336,68.09193,69.44444,68.48575
69.625,68.263916,68.75,68.57997
59.875,68.13725,69.25,68.41812
68.44444,68.17084,69.888885,68.456406
69.5,68.08318,69.875,68.43215
68.875,68.11256,68.5,68.42943
68.55556,68.15129,69.125,68.54024
68.0,68.159775,68.0,68.59484
69.55556,68.08452,68.875,68.545456
68.25,68.1515,68.333336,68.54315
69.375,68.11609,69.625,68.53586
67.5,68.02661,59.875,68.48541
68.55556,67.99928,68.44444,68.43307
69.0,68.01051,69.5,68.48003
68.111115,67.960434,68.875,68.44496
68.75,67.85032,68.55556,68.18962
68.5,67.993515,68.0,68.32646
66.77778,67.95275,69.55556,68.30296
68.75,67.885796,68.25,68.257774
67.666664,67.78708,69.375,68.198555
68.375,67.92571,67.5,68.34323
69.0,67.80679,68.55556,68.21141
69.0,67.94242,69.0,68.35056
68.111115,67.777275,68.111115,68.234695
68.666664,67.72682,68.75,68.22382
68.75,67.69589,68.5,68.26766
67.77778,67.695595,66.77778,68.22989
67.75,67.80409,68.75,68.26042
68.22222,67.88916,67.666664,68.26401
68.25,67.754486,68.375,68.13045
68.0,67.82576,69.0,68.1658
66.25,67.790924,69.0,68.076614
68.333336,67.83295,68.111115,68.11726
68.375,67.86371,68.666664,68.201065
68.375,67.86376,68.75,68.23857
68.375,67.82901,67.77778,68.15514
69.111115,67.90376,67.75,68.222374
67.5,67.969345,68.22222,68.26516
69.125,67.85699,68.25,68.14536
68.875,67.82956,68.0,68.12663
68.44444,67.81496,66.25,68.101395
68.625,67.859474,68.333336,68.14285
65.0,67.84571,68.375,68.10747
68.22222,67.662674,68.375,67.89203
68.875,67.71785,68.375,67.94058
68.5,67.74276,69.111115,67.92468
67.85714,67.72616,67.5,67.94661
61.125,67.775665,69.125,67.979965
68.75,67.85022,68.875,68.08284
68.375,67.84475,68.44444,67.99049
67.875,67.92719,68.625,68.09658
62.22222,67.91951,65.0,68.13589
69.42857,67.98061,68.22222,68.16552
69.22222,68.06934,68.875,68.25213
69.44444,67.92039,68.5,68.06109
68.5,67.97883,67.85714,68.11424
68.0,68.02481,61.125,68.12587
68.666664,68.03465,68.75,68.13277
69.0,67.91553,68.375,68.06272
67.25,67.84293,67.875,67.95973
68.875,67.91648,62.22222,67.97275
66.25,67.86813,69.42857,67.8937
67.333336,67.80471,69.22222,67.83461
68.0,67.64646,69.44444,67.63024
69.25,67.77479,68.5,67.879745
68.333336,67.8249,68.0,67.93348
68.375,68.00701,68.666664,68.10551
68.5,68.06513,69.0,68.07439
68.75,68.03966,67.25,68.086716
69.0,68.130615,68.875,68.20298
67.888885,68.132126,66.25,68.23021
69.125,68.103424,67.333336,68.15914
68.77778,68.11524,68.0,68.28671
69.125,67.99762,69.25,68.13881
67.75,67.903595,68.333336,68.05449
66.25,67.865776,68.375,68.06236
69.125,67.87995,68.5,68.16141
68.333336,67.80568,68.75,68.13783
67.75,67.71068,69.0,68.09408
68.625,67.71207,67.888885,68.10139
66.625,67.73061,69.125,68.13912
68.0,67.73985,68.77778,68.212395
67.375,67.61364,69.125,68.15401
69.333336,67.71869,67.75,68.27539
68.0,67.69885,66.25,68.29489
68.5,67.92204,69.125,68.40306
67.55556,67.86763,68.333336,68.31694
69.25,67.581635,67.75,68.04811
69.0,67.82747,68.625,68.2574
67.75,67.83082,66.625,68.24132
68.625,67.75736,68.0,68.1453
67.125,67.73838,67.375,68.15597
67.625,67.5949,69.333336,67.89212
69.111115,67.599236,68.0,67.91481
69.125,67.35169,68.5,67.77792
66.75,67.32672,67.55556,67.91853
55.333332,67.10749,69.25,67.80022
56.375,67.27085,69.0,67.89904
67.375,67.23834,67.75,67.814445
67.888885,67.37257,68.625,68.03979
65.125,67.163536,67.125,68.021706
59.666668,67.12678,67.625,67.90086
51.8,67.32326,69.111115,68.04541
59.875,67.24569,69.125,67.87285
59.0,67.24893,66.75,67.94062
58.125,67.391655,55.333332,68.06519
57.285713,67.59699,56.375,68.14343
55.11111,67.10135,67.375,67.75608
56.5,67.22225,67.888885,67.5856
63.88889,66.93631,65.125,67.07237
63.5,66.72868,59.666668,66.75643
63.0,66.93435,51.8,67.121895
67.75,66.607956,59.875,66.73079
65.75,66.466034,59.0,66.49137
67.0,66.36837,58.125,65.87309
66.666664,65.82981,57.285713,65.18084
65.75,65.4202,55.11111,64.65423
61.5,64.67054,56.5,63.53461
67.22222,64.33208,63.88889,63.627316
69.0,64.43633,63.5,62.913857
64.375,63.036476,63.0,61.865044
67.44444,64.17984,67.75,62.94606
68.125,64.5475,65.75,63.418808
68.888885,64.64911,67.0,63.055
68.75,65.23349,66.666664,63.921883
67.375,65.10985,65.75,64.2307
68.44444,65.35365,61.5,64.84891
67.75,65.67987,67.22222,65.37842
69.111115,65.973434,69.0,65.60368
68.125,66.154564,64.375,65.609795
67.375,66.38358,67.44444,65.84002
66.875,66.83586,68.125,66.49963
69.333336,66.99754,68.888885,66.553856
66.75,67.12868,68.75,66.78715
67.333336,67.37117,67.375,67.075615
69.25,67.75805,68.44444,67.45265
68.333336,67.85409,67.75,67.578224
69.0,67.841194,69.111115,67.60001
68.375,67.8651,68.125,67.7942
65.0,67.80247,67.375,67.76687
68.44444,67.975296,66.875,67.98254
69.25,68.00906,69.333336,68.03468
68.125,68.03345,66.75,68.06594
67.111115,68.017395,67.333336,67.98244
68.25,68.07103,69.25,68.101105
66.75,68.023384,68.333336,68.03502
69.22222,67.97147,69.0,68.001465
69.25,68.02729,68.375,68.15429
67.111115,68.05516,65.0,68.15666
68.75,68.07851,68.44444,68.217804
68.111115,68.07743,69.25,68.16041
69.25,67.98729,68.125,67.92542
68.111115,67.97729,67.111115,67.795166
69.22222,68.015884,68.25,68.06539
69.125,68.02072,66.75,68.00697
68.5,67.94555,69.22222,68.01033
69.125,67.92384,69.25,67.99417
68.77778,67.742645,67.111115,67.880745
69.375,67.85376,68.75,68.097015
67.75,67.92753,68.111115,68.17272
68.666664,67.8677,69.25,68.04927
68.875,68.02344,68.111115,68.1659
68.77778,68.0279,69.22222,68.14912
69.625,68.118675,69.125,68.26357
68.125,68.0999,68.5,68.24898
68.875,68.166824,69.125,68.363815
67.55556,68.217575,68.77778,68.42408
69.333336,68.27288,69.375,68.4834
68.75,68.31215,67.75,68.50785
69.44444,68.294815,68.666664,68.48374
69.875,68.42106,68.875,68.53752
69.55556,68.304375,68.77778,68.49753
68.875,68.29529,69.625,68.49473
66.75,68.34418,68.125,68.5027
66.75,68.43834,68.875,68.52527
66.888885,68.47155,67.55556,68.5588
68.25,68.3989,69.333336,68.52203
68.125,68.43164,68.75,68.53899
68.5,68.36829,69.44444,68.48521
68.111115,68.460785,69.875,68.52141
69.333336,68.46995,69.55556,68.56257
59.5,68.56027,68.875,68.6139
68.625,68.63765,66.75,68.64953
68.875,68.68056,66.75,68.67674
69.0,68.6718,66.888885,68.643036
69.44444,68.53254,68.25,68.53821
69.14286,68.39121,68.125,68.36778
67.375,68.22346,68.5,68.226364
67.111115,68.25095,68.111115,68.23387
68.666664,68.2732,69.333336,68.284874
69.125,68.31684,59.5,68.320465
69.0,68.29993,68.625,68.35234
68.75,68.37363,68.875,68.47357
69.0,68.309,69.0,68.306885
69.22222,68.240814,69.44444,68.18378
69.125,68.34503,69.14286,68.31815
69.375,68.4389,67.375,68.39586
68.888885,68.52985,67.111115,68.5284
66.77778,68.58724,68.666664,68.544395
69.0,68.53913,69.125,68.47719
68.375,68.42776,69.0,68.37722
68.375,68.47606,68.75,68.40865
68.375,68.50792,69.0,68.44641
68.125,68.47983,69.22222,68.45143
68.333336,68.51829,69.125,68.50378
68.875,68.602005,69.375,68.55418
68.55556,68.636475,68.888885,68.57357
69.0,68.65903,66.77778,68.58604
69.77778,68.657684,69.0,68.59592
68.5,68.6732,68.375,68.611176
68.333336,68.6021,68.375,68.52042
68.25,68.60576,68.375,68.50914
68.25,68.60243,68.125,68.5073
68.875,68.59047,68.333336,68.50362
70.0,68.5754,68.875,68.487885
0.0,68.54477,68.55556,68.44146
0.0,68.52916,69.0,68.42314
0.0,68.53409,69.77778,68.44508
0.0,68.489525,68.5,68.40518
0.0,68.49494,68.333336,68.44138
0.0,68.566765,68.25,68.51896
0.0,68.51213,68.25,68.476845
0.0,68.489655,68.875,68.47024
0.0,68.475136,70.0,68.43776
0.0,68.47029,0.0,68.41161
0.0,68.50215,0.0,68.46071
0.0,68.56172,0.0,68.56704
0.0,68.53863,0.0,68.53076
0.0,68.32446,0.0,68.20751
0.0,68.13263,0.0,67.99582
0.0,67.94816,0.0,67.67511
0.0,67.792,0.0,67.5255
0.0,67.56064,0.0,67.43631
0.0,67.32314,0.0,67.15449
0.0,67.25163,0.0,66.8016
0.0,67.18231,0.0,66.39551
0.0,66.826904,0.0,65.399
0.0,66.784004,0.0,65.08441
0.0,66.797966,0.0,64.70044
0.0,66.79007,0.0,64.72513
0.0,66.78263,0.0,64.75154
0.0,66.7754,0.0,64.77857
68.666664,66.76888,0.0,64.80635
68.375,66.763306,0.0,64.83472
67.875,66.757904,0.0,64.862656
68.666664,66.753586,0.0,64.89156
68.25,66.74965,0.0,64.9205
68.666664,66.74652,0.0,64.94901
69.25,66.74423,0.0,64.978165
69.0,66.742256,0.0,65.006065
68.5,66.74181,0.0,65.034004
69.111115,66.74089,68.666664,65.061844
67.625,66.74213,68.375,65.08874
69.22222,66.74326,67.875,65.11534
69.25,67.56338,68.666664,67.052925
69.44444,68.075,68.25,67.670296
69.375,68.14873,68.666664,67.83593
69.666664,68.21732,69.25,68.03137
68.875,68.19344,69.0,67.965836
69.125,68.27232,68.5,68.05001
69.625,68.34614,69.111115,68.17816
69.111115,68.3259,67.625,68.24743
69.625,68.4129,69.22222,68.43204
68.888885,68.43307,69.25,68.530304
68.625,68.389786,69.44444,68.48881
69.25,68.50198,69.375,68.62114
69.5,68.54199,69.666664,68.69084
69.55556,68.553474,68.875,68.70313
68.666664,68.56379,69.125,68.74181
69.25,68.61603,69.625,68.79756
68.75,68.581535,69.111115,68.76999
69.44444,68.59469,69.625,68.771355
69.0,68.612366,68.888885,68.7947
67.875,68.58769,68.625,68.76911
69.22222,68.62926,69.25,68.80692
68.625,68.566795,69.5,68.768295
68.25,68.495804,69.55556,68.71845
69.55556,68.46973,68.666664,68.73249
68.875,68.4646,69.25,68.7553
68.55556,68.38276,68.75,68.735504
67.5,68.29534,69.44444,68.671005
59.75,68.35426,69.0,68.71368
67.625,68.230576,67.875,68.656456
69.22222,68.260086,69.22222,68.696175
69.375,68.12502,68.625,68.63886
68.111115,68.08527,68.25,68.55365
69.25,68.12467,69.55556,68.56832
69.55556,68.01091,68.875,68.51469
69.5,67.92887,68.55556,68.47121
68.44444,67.97004,67.5,68.52935
68.125,67.92174,59.75,68.477036
67.5,67.88219,67.625,68.42839
68.22222,67.85171,69.22222,68.326904
69.375,67.819084,69.375,68.25575
68.77778,67.69017,68.111115,68.03221
67.71429,67.77275,69.25,68.14116
69.333336,67.891464,69.55556,68.23379
68.25,67.71168,69.5,68.11949
68.125,67.75081,68.44444,68.19601
68.25,67.81327,68.125,68.24954
68.5,67.92659,67.5,68.31246
67.75,67.83802,68.22222,68.263245
67.666664,67.741875,69.375,68.27641
68.125,67.57421,68.77778,68.21546
67.111115,67.47598,67.71429,68.175575
66.875,67.82829,69.333336,68.3678
67.77778,67.86743,68.25,68.36002
68.875,67.773384,68.125,68.27857
67.666664,67.81703,68.25,68.32506
67.875,67.73924,68.5,68.23011
67.55556,67.72126,67.75,68.14943
67.125,67.71583,67.666664,68.17201
58.625,67.69704,68.125,68.17549
58.42857,67.65422,67.111115,68.09521
68.833336,67.66362,66.875,68.000534
68.55556,67.71717,67.77778,68.01997
68.0,67.67385,68.875,67.91269
69.0,67.68039,67.666664,67.830246
68.125,67.6628,67.875,67.8162
68.55556,67.83809,67.55556,67.982025
68.71429,67.76372,67.125,67.88919
68.888885,67.77151,58.625,67.925385
68.25,67.71165,58.42857,67.84023
69.22222,67.66688,68.833336,67.785904
68.888885,67.75639,68.55556,67.82021
68.125,67.59289,68.0,67.555405
68.666664,67.66974,69.0,67.67996
69.125,67.70517,68.125,67.771
69.111115,67.77213,68.55556,67.75465
67.75,67.79593,68.71429,67.92905
68.55556,67.81127,68.888885,67.88553
65.28571,67.811844,68.25,67.94769
67.0,67.81581,69.22222,68.10247
67.5,67.90489,68.888885,68.237305
69.375,67.907196,68.125,68.27471
65.875,68.06752,68.666664,68.44229
68.25,67.94082,69.125,68.38473
65.75,67.81921,69.111115,68.25725
68.75,67.8211,67.75,68.2668
68.333336,67.85241,68.55556,68.29252
68.625,67.88058,65.28571,68.2864
68.125,67.781166,67.0,68.167114
67.125,67.76281,67.5,68.17285
65.375,67.53155,69.375,67.978455
65.625,67.236046,65.875,67.81092
69.333336,67.18171,68.25,67.704956
69.44444,67.240906,65.75,67.87902
66.25,67.00922,68.75,67.5863
68.22222,66.93535,68.333336,67.64489
67.875,66.74389,68.625,67.25022
67.5,66.86878,68.125,67.522354
67.125,66.749435,67.125,67.43099
68.77778,66.85877,65.375,67.55694
68.625,66.942444,65.625,67.60602
65.75,66.78664,69.333336,67.52743
66.375,66.63811,69.44444,67.38504
68.333336,66.36561,66.25,67.001434
64.75,66.813866,68.22222,67.5486
67.77778,66.88046,67.875,67.662605
68.0,66.856094,67.5,67.47969
66.333336,66.973076,67.125,67.611855
63.375,67.07545,68.77778,67.66214
67.75,66.939125,68.625,67.52576
69.0,66.73604,65.75,67.377304
68.5,67.060646,66.375,67.695854
67.22222,67.207115,68.333336,67.84635
69.25,66.93987,64.75,67.46839
59.444443,66.755104,67.77778,67.35404
66.625,66.88028,68.0,67.457634
67.375,66.36566,66.333336,66.9896
67.22222,66.44042,63.375,67.12286
66.875,66.38618,67.75,67.093
65.0,66.192986,69.0,66.94118
65.75,65.842514,68.5,66.39363
68.25,65.96414,67.22222,66.666306
68.5,65.97275,69.25,66.82078
66.888885,65.97032,59.444443,66.9151
68.25,65.9462,66.625,66.94043
61.88889,66.2332,67.375,67.280334
65.75,66.066086,67.22222,66.78471
67.5,65.69144,66.875,66.59246
63.25,65.781555,65.0,66.6763
67.333336,65.61719,65.75,66.776245
69.125,65.41371,68.25,66.78127
62.0,65.157074,68.5,66.3985
66.25,65.1211,66.888885,66.30759
64.0,65.24765,68.25,66.301285
65.44444,65.10811,61.88889,66.418144
65.666664,64.727005,65.75,66.31657
66.375,64.971924,67.5,66.51905
67.25,64.316826,63.25,65.82907
54.375,64.57576,67.333336,65.90993
62.11111,64.65078,69.125,66.00402
62.75,64.2403,62.0,65.49462
59.11111,64.25022,66.25,65.712845
62.77778,64.36699,64.0,65.91807
61.42857,64.23352,65.44444,65.6061
68.333336,64.467896,65.666664,65.51934
65.111115,64.441505,66.375,65.25177
66.125,64.33232,67.25,64.95167
67.0,64.357475,54.375,64.86417
63.333332,64.46102,62.11111,64.91055
60.22222,64.80335,62.75,65.22347
62.25,64.69289,59.11111,65.02393
63.22222,64.609886,62.77778,64.58762
60.666668,64.58005,61.42857,64.32671
65.0,64.56192,68.333336,63.833652
66.44444,64.73636,65.111115,63.46177
66.75,64.95173,66.125,63.39928
67.0,65.188385,67.0,63.91659
67.22222,65.22132,63.333332,64.055016
66.875,65.65699,60.22222,64.51849
65.888885,65.89498,62.25,65.006294
66.25,65.775246,63.22222,64.72015
67.111115,65.38553,60.666668,64.57297
67.375,65.41368,65.0,64.625656
66.666664,65.68762,66.44444,64.900795
67.5,65.79185,66.75,64.671936
67.22222,66.01253,67.0,64.8973
68.22222,66.4399,67.22222,65.39395
66.111115,66.534134,66.875,65.57592
67.5,66.61197,65.888885,65.82876
68.888885,66.81108,66.25,66.170166
68.25,67.0637,67.111115,66.4406
69.0,67.31715,67.375,66.57565
66.111115,67.34907,66.666664,66.69758
68.0,67.342064,67.5,66.80487
66.44444,67.39438,67.22222,66.95507
68.22222,67.35736,68.22222,66.96476
68.44444,67.34303,66.111115,67.09988
68.625,67.44735,67.5,67.2239
68.22222,67.5463,68.888885,67.41217
68.0,67.45709,68.25,67.28001
67.888885,67.491295,69.0,67.35937
68.125,67.49644,66.111115,67.521164
68.888885,67.56603,68.0,67.65321
69.125,67.75684,66.44444,67.84652
67.77778,67.70819,68.22222,67.7359
67.625,67.633354,68.44444,67.76216
68.125,67.53828,68.625,67.601234
68.0,67.38244,68.22222,67.60185
66.875,67.4595,68.0,67.669624
66.333336,67.5467,67.888885,67.83018
68.125,67.55945,68.125,67.82861
68.22222,67.48478,68.888885,67.813965
66.666664,67.34496,69.125,67.78598
66.55556,67.30177,67.77778,67.78256
66.875,67.26348,67.625,67.856674
65.44444,67.31024,68.125,67.90782
65.333336,67.21341,68.0,67.8212
66.333336,67.13914,66.875,67.76633
66.77778,67.09907,66.333336,67.74441
66.625,66.8484,68.125,67.615814
65.333336,66.77968,68.22222,67.55811
66.25,66.431755,66.666664,67.31798
65.55556,66.60077,66.55556,67.376015
65.375,66.421486,66.875,67.2484
65.666664,66.267265,65.44444,67.03888
67.375,66.24731,65.333336,66.90499
65.55556,66.199326,66.333336,66.80427
67.44444,65.97619,66.77778,66.58419
65.333336,65.87409,66.625,66.38334
65.0,65.750336,65.333336,66.30317
65.125,65.64785,66.25,66.20018
59.875,65.60524,65.55556,66.10939
67.0,65.402054,65.375,65.96461
65.111115,65.533516,65.666664,65.98505
65.5,65.5568,67.375,65.87151
65.125,65.5848,65.55556,65.78751
64.375,65.44558,67.44444,65.62207
64.75,65.58821,65.333336,65.82858
64.888885,65.64132,65.0,65.765305
66.77778,65.84924,65.125,65.90813
67.0,65.833984,59.875,65.766205
65.44444,65.76514,67.0,65.74393
66.0,65.77958,65.111115,65.686844
64.111115,65.66448,65.5,65.57901
64.888885,65.73392,65.125,65.66704
66.25,65.60679,64.375,65.615814
67.666664,65.715096,64.75,65.713646
63.25,65.58805,64.888885,65.546265
67.22222,65.61579,66.77778,65.4373
65.888885,65.583885,67.0,65.31241
66.625,65.67866,65.44444,65.24249
64.125,65.87972,66.0,65.61227
63.333332,66.023674,64.111115,65.77869
66.111115,66.01796,64.888885,65.789185
64.25,65.9308,66.25,65.73257
55.125,65.93501,67.666664,65.73712
62.88889,65.87937,63.25,65.5932
67.111115,65.93002,67.22222,65.61094
64.875,66.03631,65.888885,65.92491
66.0,66.006294,66.625,65.86957
66.0,66.0833,64.125,66.02292
67.44444,66.08441,63.333332,65.98356
66.625,66.16129,66.111115,66.07111
67.333336,66.05782,64.25,65.89135
64.888885,65.99111,55.125,65.7859
65.14286,66.080246,62.88889,65.90552
66.28571,66.00189,67.111115,65.66599
67.0,66.0795,64.875,65.712166
60.444443,66.06608,66.0,65.71613
65.5,66.317085,66.0,66.101776
65.333336,66.16965,67.44444,65.801765
65.14286,66.22996,66.625,65.90788
58.88889,66.22209,67.333336,65.88989
67.55556,66.432144,64.888885,66.131996
64.666664,66.51811,65.14286,66.19358
57.22222,66.645996,66.28571,66.354675
67.625,66.560104,67.0,66.29924
57.0,66.51729,60.444443,66.20381
58.875,66.47156,65.5,66.21398
66.333336,66.39789,65.333336,66.301636
67.125,66.27554,65.14286,66.25424
68.333336,66.36081,58.88889,66.047676
68.375,66.334404,67.55556,66.061325
66.44444,66.2362,64.666664,65.82007
66.55556,66.24723,57.22222,65.75764
68.666664,66.29457,67.625,65.88493
66.666664,66.30116,57.0,65.8978
66.625,66.48047,58.875,65.84598
59.88889,66.63441,66.333336,65.916794
68.111115,66.640884,67.125,65.87317
67.25,66.5923,68.333336,65.86305
66.0,66.88483,68.375,65.96857
68.0,67.1429,66.44444,66.387085
66.666664,67.21267,66.55556,66.58097
67.375,67.36892,68.666664,66.734825
68.333336,67.33741,66.666664,66.78339
67.75,67.42623,66.625,66.98656
67.125,67.68541,59.88889,67.34407
66.666664,67.67423,68.111115,67.03921
66.71429,67.60156,67.25,67.17801
61.88889,67.51727,66.0,67.1756
68.333336,67.747375,68.0,67.266495
68.375,67.84823,66.666664,67.30816
67.44444,67.75281,67.375,67.099464
66.125,67.733574,68.333336,67.11321
67.44444,67.61947,67.75,67.03685
68.55556,67.66837,67.125,67.14772
60.22222,67.78688,66.666664,67.26278
68.5,67.7366,66.71429,67.36789
68.0,67.73009,61.88889,67.46954
66.125,67.66628,68.333336,67.50322
67.333336,67.74336,68.375,67.48725
65.666664,67.697464,67.44444,67.26358
68.44444,67.844666,66.125,67.51946
68.55556,67.89193,67.44444,67.6148
67.888885,67.81707,68.55556,67.6198
68.666664,67.628624,60.22222,67.50847
67.666664,67.639404,68.5,67.64935
68.875,67.70133,68.0,67.87188
68.44444,67.56965,66.125,67.505516
68.55556,67.77057,67.333336,67.85553
68.77778,67.824196,65.666664,67.84134
67.44444,67.717926,68.44444,67.62828
69.77778,67.71301,68.55556,67.6859
69.666664,67.682465,67.888885,67.47719
68.5,67.868286,68.666664,67.7348
68.666664,67.88544,67.666664,67.75003
69.888885,67.91443,68.875,67.78472
68.75,68.07433,68.44444,68.01491
